code,name,big_cat,mid_cat,small_cat,theme_id,theme_name,weight,role,confidence,source
7827,オービス,建設・不動産,建設資材・設備,建築材料（木材）,infrastructure,国土強靭化・建設,1.0,core,auto,業種:建設資材・設備
7871,フクビ化学工業,建設・不動産,建設資材・設備,建築材料（樹脂・ゴム）,infrastructure,国土強靭化・建設,1.0,core,auto,業種:建設資材・設備
7879,ノダ,建設・不動産,建設資材・設備,建築材料（床材・内装材）,infrastructure,国土強靭化・建設,1.0,core,auto,業種:建設資材・設備
7887,南海プライウッド,建設・不動産,建設資材・設備,建築材料（床材・内装材）,infrastructure,国土強靭化・建設,1.0,core,auto,業種:建設資材・設備
7896,セブン工業,建設・不動産,建設資材・設備,建築材料（床材・内装材）,infrastructure,国土強靭化・建設,1.0,core,auto,業種:建設資材・設備
7897,ホクシン,建設・不動産,建設資材・設備,建築材料（床材・内装材）,infrastructure,国土強靭化・建設,1.0,core,auto,業種:建設資材・設備
7898,ウッドワン,建設・不動産,建設資材・設備,建築材料（床材・内装材）,infrastructure,国土強靭化・建設,1.0,core,auto,業種:建設資材・設備
7943,ニチハ,建設・不動産,建設資材・設備,建築材料（タイル・煉瓦・石材）,infrastructure,国土強靭化・建設,1.0,core,auto,業種:建設資材・設備
7955,クリナップ,建設・不動産,建設資材・設備,住宅設備（システムキッチン・システムバス）,infrastructure,国土強靭化・建設,1.0,core,auto,業種:建設資材・設備
7971,東リ,建設・不動産,建設資材・設備,建築材料（床材・内装材）,infrastructure,国土強靭化・建設,1.0,core,auto,業種:建設資材・設備
7981,タカラスタンダード,建設・不動産,建設資材・設備,住宅設備（システムキッチン・システムバス）,infrastructure,国土強靭化・建設,1.0,core,auto,業種:建設資材・設備
8912,エリアクエスト,建設・不動産,建設資材・設備,ビルメンテナンス,infrastructure,国土強靭化・建設,1.0,core,auto,業種:建設資材・設備
9233,アジア航測,建設・不動産,建設・土木,土壌調査・航空測量,infrastructure,国土強靭化・建設,1.0,core,auto,業種:建設・土木
9347,日本管財ＨＬＤＧ,建設・不動産,建設資材・設備,ビルメンテナンス,infrastructure,国土強靭化・建設,1.0,core,auto,業種:建設資材・設備
9551,メタウォーター,建設・不動産,建設・土木,プラント設計・工事,infrastructure,国土強靭化・建設,1.0,core,auto,業種:建設・土木
9632,スバル興業,建設・不動産,建設・土木,道路舗装工事・管理,infrastructure,国土強靭化・建設,1.0,core,auto,業種:建設・土木
9765,オオバ,建設・不動産,建設・土木,土壌調査・航空測量,infrastructure,国土強靭化・建設,1.0,core,auto,業種:建設・土木
9767,日建工学,建設・不動産,建設資材・設備,建築材料（コンクリート）,infrastructure,国土強靭化・建設,1.0,core,auto,業種:建設資材・設備
9780,ハリマビステム,建設・不動産,建設資材・設備,ビルメンテナンス,infrastructure,国土強靭化・建設,1.0,core,auto,業種:建設資材・設備
9791,ビケンテクノ,建設・不動産,建設資材・設備,ビルメンテナンス,infrastructure,国土強靭化・建設,1.0,core,auto,業種:建設資材・設備
6503,三菱電機,機械・エレクトロニクス,総合電機,総合電機,space,宇宙,0.4,related,curated,カリン手動web
7011,三菱重工業,機械・エレクトロニクス,産業用装置・重電設備,総合重機,space,宇宙,0.7,strong,curated,カリン手動web
7012,川崎重工業,機械・エレクトロニクス,産業用装置・重電設備,総合重機,space,宇宙,0.7,strong,curated,カリン手動web
7013,ＩＨＩ,機械・エレクトロニクス,産業用装置・重電設備,総合重機,space,宇宙,0.7,strong,curated,カリン手動web
9201,日本航空,物流・運輸,空運,航空輸送,aviation,空運・航空,1.0,core,auto,業種:空運
9202,ＡＮＡ　ＨＬＤＧ,物流・運輸,空運,航空輸送,aviation,空運・航空,1.0,core,auto,業種:空運
9204,スカイマーク,物流・運輸,空運,航空輸送,aviation,空運・航空,1.0,core,auto,業種:空運
9206,スターフライヤー,物流・運輸,空運,航空輸送,aviation,空運・航空,1.0,core,auto,業種:空運
9706,日本空港ビルデング,物流・運輸,空運,空港施設・航空関連サービス,aviation,空運・航空,1.0,core,auto,業種:空運
6016,ジャパンエンジン,輸送機器,造船,船舶用エンジン・ボート,shipbuilding,造船,1.0,core,auto,業種:造船
6018,阪神内燃機工業,輸送機器,造船,船舶用エンジン・ボート,shipbuilding,造船,1.0,core,auto,業種:造船
6022,赤阪鐵工所,輸送機器,造船,船舶用エンジン・ボート,shipbuilding,造船,1.0,core,auto,業種:造船
6023,ダイハツインフィニアース,輸送機器,造船,船舶用エンジン・ボート,shipbuilding,造船,1.0,core,auto,業種:造船
6042,ニッキ,輸送機器,造船,船舶用エンジン・ボート,shipbuilding,造船,1.0,core,auto,業種:造船
6637,寺崎電気産業,輸送機器,造船,船舶用機器・部品,shipbuilding,造船,1.0,core,auto,業種:造船
6814,古野電気,輸送機器,造船,船舶用機器・部品,shipbuilding,造船,1.0,core,auto,業種:造船
7014,名村造船所,輸送機器,造船,造船,shipbuilding,造船,1.0,core,auto,業種:造船
7018,内海造船,輸送機器,造船,造船,shipbuilding,造船,1.0,core,auto,業種:造船
7021,ニッチツ,輸送機器,造船,船舶用機器・部品,shipbuilding,造船,1.0,core,auto,業種:造船
7721,東京計器,輸送機器,造船,船舶用機器・部品,shipbuilding,造船,1.0,core,auto,業種:造船
4274,細谷火工,機械・エレクトロニクス,製造用機械・電気機械,銃器・兵器・軍用品,defense,防衛,1.0,core,curated,業種:銃器・兵器・軍用品
5631,日本製鋼所,機械・エレクトロニクス,製造用機械・電気機械,プラスチック加工・成形機械,defense,防衛,1.0,core,curated,カリン手動web
6208,石川製作所,機械・エレクトロニクス,製造用機械・電気機械,銃器・兵器・軍用品,defense,防衛,1.0,core,curated,業種:銃器・兵器・軍用品
6302,住友重機械工業,機械・エレクトロニクス,産業用装置・重電設備,総合重機,defense,防衛,1.0,core,auto,業種:総合重機
6503,三菱電機,機械・エレクトロニクス,総合電機,総合電機,defense,防衛,0.7,strong,curated,カリン手動web
6701,日本電気,機械・エレクトロニクス,総合電機,総合電機,defense,防衛,0.4,related,curated,カリン手動web
7003,三井Ｅ＆Ｓ,機械・エレクトロニクス,産業用装置・重電設備,総合重機,defense,防衛,1.0,core,auto,業種:総合重機
7004,カナデビア,機械・エレクトロニクス,産業用装置・重電設備,総合重機,defense,防衛,1.0,core,auto,業種:総合重機
7011,三菱重工業,機械・エレクトロニクス,産業用装置・重電設備,総合重機,defense,防衛,0.7,strong,curated,業種:総合重機
7012,川崎重工業,機械・エレクトロニクス,産業用装置・重電設備,総合重機,defense,防衛,1.0,core,auto,業種:総合重機
7013,ＩＨＩ,機械・エレクトロニクス,産業用装置・重電設備,総合重機,defense,防衛,0.7,strong,curated,業種:総合重機
7721,東京計器,輸送機器,造船,船舶用機器・部品,defense,防衛,0.4,related,curated,カリン手動web
7983,ミロク,機械・エレクトロニクス,製造用機械・電気機械,銃器・兵器・軍用品,defense,防衛,1.0,core,auto,業種:銃器・兵器・軍用品
8226,理経,商社・卸売,建材・電気機械・金属卸,情報通信・ネットワーク機器卸,defense,防衛,0.4,related,curated,カリン手動web
